id,observed_on,latitude,longitude,place_county_name,place_state_name,place_country_name,scientific_name,common_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
7872922,2017-09-10,41.9594196137,-111.6579214019,Cache,Utah,United States,Lycaena heteronea,Blue Copper,Lycaenidae,Lycaena,Lycaena heteronea,
7872925,2017-09-10,41.959421332,-111.6580374074,Cache,Utah,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
7872938,2017-09-10,41.9593207492,-111.6579806619,Cache,Utah,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
7872941,2017-09-10,41.9592581783,-111.6580198893,Cache,Utah,United States,Icaricia lupini,Lupine Blue,Lycaenidae,Icaricia,Icaricia lupini,
7872947,2017-09-10,41.9592326554,-111.657993151,Cache,Utah,United States,Ochlodes sylvanoides,Woodland Skipper,Hesperiidae,Ochlodes,Ochlodes sylvanoides,
7872951,2017-09-10,41.9592401991,-111.6580089928,Cache,Utah,United States,Ochlodes sylvanoides,Woodland Skipper,Hesperiidae,Ochlodes,Ochlodes sylvanoides,
7872954,2017-09-10,39.1567528333,-120.29142,Placer,California,United States,Phyciodes mylitta,Mylitta Crescent,Nymphalidae,Phyciodes,Phyciodes mylitta,
7872960,2017-09-10,41.959660803,-111.6577984394,Cache,Utah,United States,Speyeria hydaspe,Hydaspe Fritillary,Nymphalidae,Speyeria,Speyeria hydaspe,
7872961,2017-09-10,41.9598712307,-111.6579923966,Cache,Utah,United States,Ochlodes sylvanoides,Woodland Skipper,Hesperiidae,Ochlodes,Ochlodes sylvanoides,
7872970,2017-09-10,41.9585502008,-111.657213634,Cache,Utah,United States,Icaricia lupini,Lupine Blue,Lycaenidae,Icaricia,Icaricia lupini,
7872976,2017-09-10,39.1567333333,-120.291405,Placer,California,United States,Papilio zelicaon,Anise Swallowtail,Papilionidae,Papilio,Papilio zelicaon,
7872977,2017-09-10,41.9585483568,-111.6572447308,Cache,Utah,United States,Ochlodes sylvanoides,Woodland Skipper,Hesperiidae,Ochlodes,Ochlodes sylvanoides,
7872984,2017-09-10,41.9587209402,-111.6573535279,Cache,Utah,United States,Lycaena heteronea,Blue Copper,Lycaenidae,Lycaena,Lycaena heteronea,
7872993,2017-09-10,41.9590780512,-111.6572055874,Cache,Utah,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
7872996,2017-09-10,41.9591488783,-111.6573499237,Cache,Utah,United States,Lycaena heteronea,Blue Copper,Lycaenidae,Lycaena,Lycaena heteronea,
7873002,2017-09-10,41.9592900714,-111.6580373236,Cache,Utah,United States,Plebejus melissa,Melissa Blue,Lycaenidae,Plebejus,Plebejus melissa,
7873006,2017-09-10,41.9599566004,-111.6580456217,Cache,Utah,United States,Ochlodes sylvanoides,Woodland Skipper,Hesperiidae,Ochlodes,Ochlodes sylvanoides,
7873008,2017-09-10,41.9599446562,-111.6580722761,Cache,Utah,United States,Lycaena heteronea,Blue Copper,Lycaenidae,Lycaena,Lycaena heteronea,
7873032,2017-09-10,41.9600608712,-111.6581963283,Cache,Utah,United States,Lycaena heteronea,Blue Copper,Lycaenidae,Lycaena,Lycaena heteronea,
7873035,2017-09-10,41.960120718,-111.6581539997,Cache,Utah,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
7873038,2017-09-10,41.9601728116,-111.6581345537,Cache,Utah,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
7873040,2017-09-10,41.9604148809,-111.6581204721,Cache,Utah,United States,Speyeria hesperis,Northwestern Fritillary,Nymphalidae,Speyeria,Speyeria hesperis,
7873045,2017-09-10,41.9603128732,-111.6580110883,Cache,Utah,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
7873046,2017-09-10,41.9594797539,-111.6580253375,Cache,Utah,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
7873051,2017-09-10,41.9594392274,-111.6579564382,Cache,Utah,United States,Vanessa annabella,West Coast Lady,Nymphalidae,Vanessa,Vanessa annabella,
7873053,2017-09-10,41.9594202843,-111.657784274,Cache,Utah,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
7873055,2017-09-10,41.9593309332,-111.6577329767,Cache,Utah,United States,Icaricia lupini,Lupine Blue,Lycaenidae,Icaricia,Icaricia lupini,
7873460,2017-09-10,31.693639867,-110.8614127805,Santa Cruz,Arizona,United States,Vanessa cardui,Painted Lady,Nymphalidae,Vanessa,Vanessa cardui,
7873464,2017-09-10,31.6938972753,-110.8613887244,Santa Cruz,Arizona,United States,Vanessa cardui,Painted Lady,Nymphalidae,Vanessa,Vanessa cardui,
7873466,2017-09-10,31.6938776197,-110.8614052367,Santa Cruz,Arizona,United States,Papilio polyxenes,Black Swallowtail,Papilionidae,Papilio,Papilio polyxenes,
7873494,2017-09-10,31.6934304033,-110.8612630797,Santa Cruz,Arizona,United States,Celastrina echo,Echo Azure,Lycaenidae,Celastrina,Celastrina echo,
7873497,2017-09-10,31.6934055509,-110.8612100222,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
7873502,2017-09-10,31.6936202276,-110.8606211757,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
7873505,2017-09-10,31.6935485462,-110.8612500039,Santa Cruz,Arizona,United States,Echinargus isola,Reakirt's Blue,Lycaenidae,Echinargus,Echinargus isola,
7873508,2017-09-10,31.694328,-110.860643,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
7873519,2017-09-10,31.6933289403,-110.8612940927,Santa Cruz,Arizona,United States,Vanessa cardui,Painted Lady,Nymphalidae,Vanessa,Vanessa cardui,
7873550,2017-09-10,31.6933289403,-110.8612940927,Santa Cruz,Arizona,United States,Battus philenor,Pipevine Swallowtail,Papilionidae,Battus,Battus philenor,
7873553,2017-09-10,31.6933289403,-110.8612940927,Santa Cruz,Arizona,United States,Phoebis sennae,Cloudless Sulphur,Pieridae,Phoebis,Phoebis sennae,
7873806,2017-09-10,38.6555557251,-120.0169448853,Alpine,California,United States,Lycaena gorgon,Gorgon Copper,Lycaenidae,Lycaena,Lycaena gorgon,
7877476,2017-07-16,45.4988262104,-110.9869790544,Gallatin,Montana,United States,Colias philodice,Clouded Sulphur,Pieridae,Colias,Colias philodice,
7877482,2017-07-16,45.498942677,-110.9878080246,Gallatin,Montana,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
7877488,2017-07-16,45.4989727261,-110.9877824598,Gallatin,Montana,United States,Icaricia lupini,Lupine Blue,Lycaenidae,Icaricia,Icaricia lupini,
7877508,2017-07-16,45.4990025238,-110.9880086874,Gallatin,Montana,United States,Lycaena mariposa,Mariposa Copper,Lycaenidae,Lycaena,Lycaena mariposa,
7877532,2017-09-10,45.6207409082,-110.8904214577,Gallatin,Montana,United States,Thymelicus lineola,European Skipper,Hesperiidae,Thymelicus,Thymelicus lineola,
7877691,2017-09-10,45.2556820773,-111.0920957477,Gallatin,Montana,United States,Euptoieta claudia,Variegated Fritillary,Nymphalidae,Euptoieta,Euptoieta claudia,
7877822,2017-09-10,45.6074365229,-110.8827404493,Gallatin,Montana,United States,Plebejus melissa,Melissa Blue,Lycaenidae,Plebejus,Plebejus melissa,
7878616,2017-09-10,38.9174563889,-120.182185,El Dorado,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
7878617,2017-09-10,38.9173752778,-120.1822127778,El Dorado,California,United States,Phyciodes pulchella,Field Crescent,Nymphalidae,Phyciodes,Phyciodes pulchella,
7878618,2017-09-10,38.9173555556,-120.1822388889,El Dorado,California,United States,Junonia coenia,Common Buckeye,Nymphalidae,Junonia,Junonia coenia,
7878619,2017-09-10,38.9173333333,-120.182275,El Dorado,California,United States,Plebejus anna,Anna's Blue,Lycaenidae,Plebejus,Plebejus anna,
7878620,2017-09-10,38.9172083333,-120.1820388889,El Dorado,California,United States,Polygonia gracilis,Hoary Comma,Nymphalidae,Polygonia,Polygonia gracilis,
7914859,2017-09-10,48.0627216027,-121.4816417546,Snohomish,Washington,United States,Ochlodes sylvanoides,Woodland Skipper,Hesperiidae,Ochlodes,Ochlodes sylvanoides,
7973043,2017-09-17,38.6598685241,-120.1615558794,Alpine,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
7979552,2017-09-17,38.7327571026,-120.0036852193,Alpine,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
7979559,2017-09-17,38.7826926558,-120.1503531487,Alpine,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
7979562,2017-09-17,38.7331337963,-120.003280414,Alpine,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
7979570,2017-09-17,38.7329934491,-120.0042520278,Alpine,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
7979572,2017-09-17,38.7331914297,-120.0039346052,Alpine,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
7979581,2017-09-17,38.7058438506,-120.0156096711,Alpine,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
7979583,2017-09-17,38.7332373206,-120.0038148278,Alpine,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
8070183,2017-09-23,31.6938000988,-110.8615660425,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070195,2017-09-23,31.69381842,-110.8612265282,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070230,2017-09-23,31.6933711552,-110.8612623987,Santa Cruz,Arizona,United States,Eurema mexicana,Mexican Yellow,Pieridae,Eurema,Eurema mexicana,
8070270,2017-09-23,31.6937939057,-110.861150112,Santa Cruz,Arizona,United States,Adelpha eulalia,Arizona Sister,Nymphalidae,Adelpha,Adelpha eulalia,
8070321,2017-09-23,31.6933784881,-110.8614769168,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070377,2017-09-23,31.6932976508,-110.8614469927,Santa Cruz,Arizona,United States,Celastrina echo,Echo Azure,Lycaenidae,Celastrina,Celastrina echo,
8070431,2017-09-23,31.6936444678,-110.8613102701,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070467,2017-09-23,31.6937631369,-110.861169768,Santa Cruz,Arizona,United States,Phoebis sennae,Cloudless Sulphur,Pieridae,Phoebis,Phoebis sennae,
8070488,2017-09-23,31.6939029849,-110.8610964193,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070603,2017-09-23,31.6938494541,-110.8611803855,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070619,2017-09-23,31.6936820588,-110.8613293804,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070636,2017-09-23,31.6937193931,-110.8612579228,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070666,2017-09-23,31.6937806079,-110.8612590737,Santa Cruz,Arizona,United States,Adelpha eulalia,Arizona Sister,Nymphalidae,Adelpha,Adelpha eulalia,
8070681,2017-09-23,31.6938071674,-110.8612723849,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070695,2017-09-23,31.6938039422,-110.8612704576,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070725,2017-09-23,31.6938011196,-110.8612704853,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070757,2017-09-23,31.6937461934,-110.8613012072,Santa Cruz,Arizona,United States,Adelpha eulalia,Arizona Sister,Nymphalidae,Adelpha,Adelpha eulalia,
8070782,2017-09-23,31.6938129951,-110.8612703414,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070797,2017-09-23,31.6938131094,-110.8612679123,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070807,2017-09-23,31.6937513044,-110.8612131235,Santa Cruz,Arizona,United States,Eurema mexicana,Mexican Yellow,Pieridae,Eurema,Eurema mexicana,
8070819,2017-09-23,31.6938254424,-110.8612710425,Santa Cruz,Arizona,United States,Gyrocheilus patrobas,Red-bordered Satyr,Nymphalidae,Gyrocheilus,Gyrocheilus patrobas,
8070946,2017-09-23,31.6938025718,-110.861271442,Santa Cruz,Arizona,United States,Vanessa virginiensis,American Lady,Nymphalidae,Vanessa,Vanessa virginiensis,
8082767,2017-09-24,31.6939689695,-110.837960988,Santa Cruz,Arizona,United States,Vanessa cardui,Painted Lady,Nymphalidae,Vanessa,Vanessa cardui,
8087220,2017-09-24,31.6939582315,-110.8380555176,Santa Cruz,Arizona,United States,Battus philenor,Pipevine Swallowtail,Papilionidae,Battus,Battus philenor,
8087221,2017-09-24,31.6940041369,-110.8378397674,Santa Cruz,Arizona,United States,Celastrina echo,Echo Azure,Lycaenidae,Celastrina,Celastrina echo,
8087421,2017-09-24,31.694288616,-110.8373465378,Santa Cruz,Arizona,United States,Battus philenor,Pipevine Swallowtail,Papilionidae,Battus,Battus philenor,
8087501,2017-09-24,31.694214656,-110.8373774389,Santa Cruz,Arizona,United States,Vanessa cardui,Painted Lady,Nymphalidae,Vanessa,Vanessa cardui,
8203735,2017-09-30,39.1331419032,-120.317910873,Placer,California,United States,Nymphalis antiopa,Mourning Cloak,Nymphalidae,Nymphalis,Nymphalis antiopa,
8203760,2017-09-30,39.1328934634,-120.3173163096,Placer,California,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
8206302,2017-10-01,38.7326349132,-120.0042263792,Alpine,California,United States,Adelpha californica,California Sister,Nymphalidae,Adelpha,Adelpha californica,
8402353,2017-10-06,32.3877249002,-110.6980527463,Pima,Arizona,United States,Zerene cesonia,Southern Dogface,Pieridae,Zerene,Zerene cesonia,
8788966,2017-11-11,31.6966915161,-110.84080289,Santa Cruz,Arizona,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
8788974,2017-11-11,31.695305,-110.8406966667,Santa Cruz,Arizona,United States,Colias eurytheme,Orange Sulphur,Pieridae,Colias,Colias eurytheme,
8788993,2017-11-11,31.696805,-110.8407833333,Santa Cruz,Arizona,United States,Vanessa cardui,Painted Lady,Nymphalidae,Vanessa,Vanessa cardui,
11302862,2018-04-17,34.0283036186,-116.6518461519,Riverside,California,United States,Euphydryas chalcedona,Variable Checkerspot,Nymphalidae,Euphydryas,Euphydryas chalcedona,
11623592,2018-04-23,34.3004447362,-116.9865470288,San Bernardino,California,United States,Callophrys dumetorum,Lotus Hairstreak,Lycaenidae,Callophrys,Callophrys dumetorum,
11624064,2018-04-23,34.2796858265,-117.0222881474,San Bernardino,California,United States,Cupido amyntula,Western Tailed-Blue,Lycaenidae,Cupido,Cupido amyntula,
11624197,2018-04-23,34.2817646591,-117.0304641781,San Bernardino,California,United States,Callophrys augustinus,Brown Elfin,Lycaenidae,Callophrys,Callophrys augustinus,
12056689,2018-05-01,31.8705738111,-110.7045517201,Pima,Arizona,United States,Texola perse,Arizona Checkerspot,Nymphalidae,Texola,Texola perse,
12056694,2018-05-01,31.8705035525,-110.7045255975,Pima,Arizona,United States,Texola perse,Arizona Checkerspot,Nymphalidae,Texola,Texola perse,
12056699,2018-05-01,31.8705496948,-110.7045311147,Pima,Arizona,United States,Texola perse,Arizona Checkerspot,Nymphalidae,Texola,Texola perse,
12056743,2018-05-01,31.8705951831,-110.7045451226,Pima,Arizona,United States,Leptotes marina,Marine Blue,Lycaenidae,Leptotes,Leptotes marina,
12056799,2018-05-01,31.8708310693,-110.7049201929,Pima,Arizona,United States,Leptotes marina,Marine Blue,Lycaenidae,Leptotes,Leptotes marina,
12056843,2018-05-01,31.8711245293,-110.7050411684,Pima,Arizona,United States,Leptotes marina,Marine Blue,Lycaenidae,Leptotes,Leptotes marina,
12106125,2018-05-03,45.6969039515,-111.0221218598,Gallatin,Montana,United States,Pieris rapae,Cabbage White,Pieridae,Pieris,Pieris rapae,
12217673,2018-05-06,32.6188076428,-110.7149075904,Pinal,Arizona,United States,Leptotes marina,Marine Blue,Lycaenidae,Leptotes,Leptotes marina,
12498052,2018-05-14,33.6854887661,-111.3109443897,Gila,Arizona,United States,Celastrina echo,Echo Azure,Lycaenidae,Celastrina,Celastrina echo,
13085949,2018-06-03,45.49888048,-110.98423687,Gallatin,Montana,United States,Polygonia gracilis,Hoary Comma,Nymphalidae,Polygonia,Polygonia gracilis,
13085961,2018-06-03,45.4984372482,-110.9873080441,Gallatin,Montana,United States,Polygonia gracilis,Hoary Comma,Nymphalidae,Polygonia,Polygonia gracilis,
13085962,2018-06-03,45.4983455,-110.98734658,Gallatin,Montana,United States,Aglais milberti,Milbert's Tortoiseshell,Nymphalidae,Aglais,Aglais milberti,
13085976,2018-06-03,45.49840113,-110.98737719,Gallatin,Montana,United States,Aglais milberti,Milbert's Tortoiseshell,Nymphalidae,Aglais,Aglais milberti,
13086017,2018-06-03,45.4984255974,-110.9872072098,Gallatin,Montana,United States,Aglais milberti milberti,,Nymphalidae,Aglais,Aglais milberti,Aglais milberti milberti
13087572,2018-06-03,45.4984154134,-110.9873090499,Gallatin,Montana,United States,Aglais milberti,Milbert's Tortoiseshell,Nymphalidae,Aglais,Aglais milberti,
13087924,2018-06-03,45.4977280973,-110.9879613296,Gallatin,Montana,United States,Polygonia gracilis,Hoary Comma,Nymphalidae,Polygonia,Polygonia gracilis,
13088118,2018-06-03,45.4993208684,-110.9873485287,Gallatin,Montana,United States,Aglais milberti,Milbert's Tortoiseshell,Nymphalidae,Aglais,Aglais milberti,
13092135,2018-06-02,45.5961375563,-110.8675945179,Gallatin,Montana,United States,Pontia occidentalis,Western White,Pieridae,Pontia,Pontia occidentalis,
13092145,2018-06-02,45.595594416,-110.8667318524,Gallatin,Montana,United States,Polygonia gracilis,Hoary Comma,Nymphalidae,Polygonia,Polygonia gracilis,
13122508,2018-06-03,45.4979792191,-110.9882728011,Gallatin,Montana,United States,Polygonia faunus,Green Comma,Nymphalidae,Polygonia,Polygonia faunus,
13122523,2018-06-03,45.4980010121,-110.9882728011,Gallatin,Montana,United States,Polygonia faunus,Green Comma,Nymphalidae,Polygonia,Polygonia faunus,
13122563,2018-06-03,45.4972180585,-110.9883926624,Gallatin,Montana,United States,Polygonia faunus,Green Comma,Nymphalidae,Polygonia,Polygonia faunus,
13122572,2018-06-03,45.4923092807,-110.9949409404,Gallatin,Montana,United States,Callophrys eryphon,Western Pine Elfin,Lycaenidae,Callophrys,Callophrys eryphon,
13144198,2018-06-03,45.4989545,-110.98439362,Gallatin,Montana,United States,Aglais milberti,Milbert's Tortoiseshell,Nymphalidae,Aglais,Aglais milberti,
13204362,2018-06-03,45.4989965726,-110.9874453397,Gallatin,Montana,United States,Polygonia faunus,Green Comma,Nymphalidae,Polygonia,Polygonia faunus,
13268421,2018-06-09,45.4979795125,-110.9885088355,Gallatin,Montana,United States,Euchloe ausonides,Large Marble,Pieridae,Euchloe,Euchloe ausonides,
13268456,2018-06-09,45.4975070246,-110.9882801772,Gallatin,Montana,United States,Polygonia faunus,Green Comma,Nymphalidae,Polygonia,Polygonia faunus,
13268488,2018-06-09,45.4969236798,-110.9884078568,Gallatin,Montana,United States,Anthocharis sara,Sara Orangetip,Pieridae,Anthocharis,Anthocharis sara,
13268996,2018-06-09,45.4979950609,-110.9876314179,Gallatin,Montana,United States,Aglais milberti,Milbert's Tortoiseshell,Nymphalidae,Aglais,Aglais milberti,
13270021,2018-06-09,45.4985576522,-110.9871283361,Gallatin,Montana,United States,Polygonia satyrus,Satyr Comma,Nymphalidae,Polygonia,Polygonia satyrus,
13273366,2018-06-09,45.4981460609,-110.9886979313,Gallatin,Montana,United States,Anthocharis sara,Sara Orangetip,Pieridae,Anthocharis,Anthocharis sara,
13296147,2018-06-09,45.4985158286,-110.9889665713,Gallatin,Montana,United States,Pieris marginalis,Margined White,Pieridae,Pieris,Pieris marginalis,
13296160,2018-06-09,45.4982454284,-110.9887265974,Gallatin,Montana,United States,Callophrys eryphon,Western Pine Elfin,Lycaenidae,Callophrys,Callophrys eryphon,
13297888,2018-06-09,32.427345,-110.72107,Pima,Arizona,United States,Epargyreus clarus,Silver-spotted Skipper,Hesperiidae,Epargyreus,Epargyreus clarus,
13301214,2018-06-09,45.4979689932,-110.9885403515,Gallatin,Montana,United States,Anthocharis julia sulfuris,,Pieridae,Anthocharis,Anthocharis julia,Anthocharis julia sulfuris
13685440,2018-06-22,40.66973489,-111.73233005,Salt Lake,Utah,United States,Cupido amyntula amyntula,,Lycaenidae,Cupido,Cupido amyntula,Cupido amyntula amyntula
13725746,2018-06-23,39.1561181657,-120.2913242486,Placer,California,United States,Callophrys eryphon,Western Pine Elfin,Lycaenidae,Callophrys,Callophrys eryphon,
13725753,2018-06-23,39.1559697237,-120.2914133029,Placer,California,United States,Boloria epithore,Pacific Fritillary,Nymphalidae,Boloria,Boloria epithore,
13725760,2018-06-23,39.1560134339,-120.2912856919,Placer,California,United States,Papilio eurymedon,Pale Swallowtail,Papilionidae,Papilio,Papilio eurymedon,
13725803,2018-06-23,39.1562364763,-120.2914472112,Placer,California,United States,Glaucopsyche lygdamus,Silvery Blue,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,
13725811,2018-06-23,39.1562228557,-120.2912701854,Placer,California,United States,Nymphalis californica,California Tortoiseshell,Nymphalidae,Nymphalis,Nymphalis californica,
13725857,2018-06-23,39.1334425612,-120.318129575,Placer,California,United States,Nymphalis californica,California Tortoiseshell,Nymphalidae,Nymphalis,Nymphalis californica,
13725863,2018-06-23,39.1334519489,-120.3181628511,Placer,California,United States,Chlosyne palla,Northern Checkerspot,Nymphalidae,Chlosyne,Chlosyne palla,
13725868,2018-06-23,39.1334320838,-120.3180566524,Placer,California,United States,Nymphalis californica,California Tortoiseshell,Nymphalidae,Nymphalis,Nymphalis californica,
13725872,2018-06-23,39.1333903838,-120.3181625997,Placer,California,United States,Nymphalis antiopa,Mourning Cloak,Nymphalidae,Nymphalis,Nymphalis antiopa,
13725876,2018-06-23,39.1335392883,-120.318129575,Placer,California,United States,Nymphalis californica,California Tortoiseshell,Nymphalidae,Nymphalis,Nymphalis californica,
13725880,2018-06-23,39.1334099975,-120.318143489,Placer,California,United States,Glaucopsyche lygdamus,Silvery Blue,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,
13725886,2018-06-23,39.1332813429,-120.3180944286,Placer,California,United States,Nymphalis californica,California Tortoiseshell,Nymphalidae,Nymphalis,Nymphalis californica,
13753020,2018-06-24,45.5956911625,-110.8681774217,Gallatin,Montana,United States,Euchloe ausonides,Large Marble,Pieridae,Euchloe,Euchloe ausonides,
13754645,2018-06-24,32.4297216667,-110.7290333333,Pima,Arizona,United States,Phyciodes mylitta,Mylitta Crescent,Nymphalidae,Phyciodes,Phyciodes mylitta,
13754701,2018-06-24,32.4296916667,-110.7290883333,Pima,Arizona,United States,Apodemia nais,Nais Metalmark,Riodinidae,Apodemia,Apodemia nais,
13754771,2018-06-24,32.42967,-110.7285466667,Pima,Arizona,United States,Celastrina echo,Echo Azure,Lycaenidae,Celastrina,Celastrina echo,
13754933,2018-06-24,32.4298783333,-110.7283466667,Pima,Arizona,United States,Apodemia nais,Nais Metalmark,Riodinidae,Apodemia,Apodemia nais,
13754998,2018-06-24,32.4297366667,-110.7295383333,Pima,Arizona,United States,Celastrina echo,Echo Azure,Lycaenidae,Celastrina,Celastrina echo,
13755110,2018-06-24,32.4297333333,-110.72902,Pima,Arizona,United States,Epargyreus clarus,Silver-spotted Skipper,Hesperiidae,Epargyreus,Epargyreus clarus,
13755136,2018-06-24,32.4298966667,-110.72847,Pima,Arizona,United States,Celastrina echo,Echo Azure,Lycaenidae,Celastrina,Celastrina echo,
13755455,2018-06-24,32.429795,-110.7286616667,Pima,Arizona,United States,Epargyreus clarus,Silver-spotted Skipper,Hesperiidae,Epargyreus,Epargyreus clarus,
13756276,2018-06-24,45.596156413,-110.8703942412,Gallatin,Montana,United States,Glaucopsyche lygdamus,Silvery Blue,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,
13756561,2018-06-24,48.91519504,-121.64461911,Whatcom,Washington,United States,Pieris marginalis,Margined White,Pieridae,Pieris,Pieris marginalis,
13757256,2018-06-24,48.91548133,-121.649448,Whatcom,Washington,United States,Polygonia satyrus,Satyr Comma,Nymphalidae,Polygonia,Polygonia satyrus,
13790076,2018-06-24,38.65361729,-120.01635601,Alpine,California,United States,Glaucopsyche lygdamus,Silvery Blue,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,
13955434,2018-07-01,45.4264084135,-111.20528864,Gallatin,Montana,United States,Glaucopsyche lygdamus,Silvery Blue,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,
13957163,2018-06-30,40.5197551148,-111.7324012333,Utah,Utah,United States,Hesperia juba,Juba Skipper,Hesperiidae,Hesperia,Hesperia juba,
13957177,2018-06-30,40.5198964756,-111.7323624251,Utah,Utah,United States,Phyciodes mylitta,Mylitta Crescent,Nymphalidae,Phyciodes,Phyciodes mylitta,
13957186,2018-06-30,40.5203227373,-111.7321874109,Utah,Utah,United States,Nymphalis californica,California Tortoiseshell,Nymphalidae,Nymphalis,Nymphalis californica,
13957198,2018-06-30,40.5203184674,-111.7320527518,Utah,Utah,United States,Polygonia gracilis zephyrus,Zephyr Comma,Nymphalidae,Polygonia,Polygonia gracilis,Polygonia gracilis zephyrus
13957208,2018-06-30,40.5203354778,-111.7318889313,Utah,Utah,United States,Glaucopsyche lygdamus,Silvery Blue,Lycaenidae,Glaucopsyche,Glaucopsyche lygdamus,
13957220,2018-06-30,40.5203366215,-111.7321121774,Utah,Utah,United States,Euchloe ausonides,Large Marble,Pieridae,Euchloe,Euchloe ausonides,
13957244,2018-06-30,40.5202455819,-111.7320900132,Utah,Utah,United States,Polygonia gracilis zephyrus,Zephyr Comma,Nymphalidae,Polygonia,Polygonia gracilis,Polygonia gracilis zephyrus
13958269,2018-06-30,40.5200997368,-111.7322426477,Utah,Utah,United States,Polygonia gracilis,Hoary Comma,Nymphalidae,Polygonia,Polygonia gracilis,
13958647,2018-06-30,40.5198555719,-111.7322844734,Utah,Utah,United States,Speyeria mormonia,Mormon Fritillary,Nymphalidae,Speyeria,Speyeria mormonia,
13958670,2018-06-30,40.5196246086,-111.7321847287,Utah,Utah,United States,Hesperia juba,Juba Skipper,Hesperiidae,Hesperia,Hesperia juba,
